Ci	ADV	ci
fenist	VERB	fenir
la	DET	le
vie	NOUN	vie
sainte	ADJ	saint
Katherine	PROPN	catrevoin
et	CCONJ	et
commance	VERB	commencer
la	DET	le
vie	NOUN	vie
sainte	ADJ	saint
Genevieve	PROPN	genvier
.	PUNCT	.
La	DET	le
dame	NOUN	dame
de	ADP	de
Flandres	PROPN	flandres
mande	VERB	mander
que	SCONJ	que
je	PRON	je
meste	NOUN	metre
en	ADP	en
romanz	NOUN	rompre
la	DET	le
vie	NOUN	vie
d'	ADP	de
une	DET	un
beneuree	ADJ	beneruet
vierge	NOUN	vierge
que	SCONJ	que
ele	PRON	il
mout	ADV	mout
ainme	VERB	amer
qui	PRON	qui
a	ADP	a
non	NOUN	nom
Genevieve	PROPN	genvier
.	PUNCT	.
Puis	NOUN	puis
qu'	SCONJ	que
il	PRON	il
li	DET	le
plest	NOUN	plaire
et	CCONJ	et
ele	PRON	il
le	DET	le
veult	VERB	vouloir
,	PUNCT	,
mes	DET	mais
cuers	NOUN	cuer
est	VERB	estre
ententis	ADJ	ententine
a	ADP	a
son	DET	son
servise	NOUN	servise
,	PUNCT	,
car	CCONJ	car
por	ADP	por
lui	PRON	lui
ai	VERB	avoir
je	PRON	je
ceste	DET	cest
oevre	NOUN	ovrir
emprise	NOUN	emprise
.	PUNCT	.
Por	ADP	por
ce	PRON	ce
la	DET	le
fet	VERB	faire
ele	PRON	il
metre	VERB	metre
en	ADP	en
romanz	NOUN	rompre
que	SCONJ	que
cil	DET	cel
qui	PRON	qui
ne	ADV	ne
sevent	VERB	savoir
lestre	NOUN	letre
oient	VERB	öir
sa	DET	son
vie	NOUN	vie
et	CCONJ	et
entendent	VERB	entendre
et	CCONJ	et
qu'	SCONJ	que
il	PRON	il
s'	DET	soi
amendent	VERB	amender
pour	ADP	pour
la	DET	le
vie	NOUN	vie
de	ADP	de
la	DET	le
beneoite	ADJ	benëir
vierge	NOUN	vierge
.	PUNCT	.
Et	CCONJ	et
Diex	PROPN	dieu
,	PUNCT	,
de	ADP	de
qui	PRON	qui
touz	DET	tout
biens	NOUN	bien
nest	VERB	naistre
,	PUNCT	,
se	PRON	se
il	PRON	il
li	DET	le
vient	VERB	venir
a	ADP	a
plesir	NOUN	plaisir
,	PUNCT	,
i	ADV	i
mete	VERB	metre
sa	DET	son
part	NOUN	part
,	PUNCT	,
que	SCONJ	que
sanz	ADP	sans
s'	DET	soi
aide	NOUN	aider
ne	ADV	ne
voeil	NOUN	voloir
je	PRON	je
riens	NOUN	rien
fere	VERB	faire
.	PUNCT	.
Or	ADV	or
si	ADV	si
voeil	NOUN	voloir
commencier	VERB	commencer
et	CCONJ	et
dire	VERB	dire
voir	ADJ	voir
,	PUNCT	,
se	PRON	se
je	PRON	je
onques	ADV	onque
puis	NOUN	puis
,	PUNCT	,
tout	DET	tout
autresi	ADV	autresi
comme	SCONJ	comme
je	PRON	je
le	DET	le
truis	VERB	trover
en	ADP	en
l'	DET	le
estoire	NOUN	estoire
de	ADP	de
lui	PRON	lui
.	PUNCT	.
Or	ADV	or
pri	VERB	priier
a	ADP	a
Dieu	PROPN	dieu
,	PUNCT	,
qui	PRON	qui
tout	DET	tout
le	DET	le
monde	NOUN	monde
fist	VERB	faire
,	PUNCT	,
que	SCONJ	que
il	PRON	il
le	DET	le
praingne	VERB	prendre
en	ADP	en
gré	NOUN	gré
.	PUNCT	.
Ceste	DET	cest
Genevieve	PROPN	genvier
ne	ADV	ne
fu	VERB	estre
mie	ADV	mie
estroite	ADJ	estroit
de	ADP	de
rois	NOUN	roi
ne	ADV	ne
de	ADP	de
contes	NOUN	comte
,	PUNCT	,
ainçoiz	ADV	ainçois
fu	VERB	estre
fille	NOUN	fille
d'	ADP	de
un	DET	un
borjois	NOUN	borjois
et	CCONJ	et
d'	ADP	de
une	DET	un
bourjoise	NOUN	bourgeoisson
.	PUNCT	.
Elle	PRON	elle
fu	VERB	estre
plaisanz	NOUN	plaisir
a	ADP	a
Dieu	PROPN	dieu
.	PUNCT	.
Elle	PRON	elle
fu	VERB	estre
humble	ADJ	humble
,	PUNCT	,
simple	ADJ	simple
,	PUNCT	,
amiable	NOUN	amaislaime
,	PUNCT	,
douce	ADJ	doux
,	PUNCT	,
parfaite	NOUN	parfait
,	PUNCT	,
veritable	ADJ	veritable
.	PUNCT	.
Ses	DET	son
peres	NOUN	père
si	ADV	si
ot	VERB	avoir
non	NOUN	nom
Severins	PROPN	sever
et	CCONJ	et
fu	VERB	estre
