LA	DET	le
VIE	NOUN	sept
SAINT	ADJ	saint
EUSTACE	PROPN	assiaut
Au	ADP.DET	a.le
tens	NOUN	tens
Traian	PROPN	traire
l'	DET	le
empereor	NOUN	emperëor
,	PUNCT	,
que	SCONJ	que
deables	NOUN	dïable
avoit	VERB	avoir
grant	ADJ	grant
force	NOUN	force
e	CCONJ	et
grant	ADJ	grant
pooir	NOUN	pöoir
que	SCONJ	que
par	ADP	par
lui	PRON	lui
que	SCONJ	que
par	ADP	par
ses	DET	son
menistres	NOUN	mener
,	PUNCT	,
fu	VERB	estre
uns	DET	un
hom	NOUN	ome
,	PUNCT	,
mestres	NOUN	maistre
de	ADP	de
chevaliers	NOUN	chevalier
e	CCONJ	et
de	ADP	de
grant	ADJ	grant
lignage	NOUN	lignage
,	PUNCT	,
Placidas	PROPN	plaidar
par	ADP	par
non	NOUN	nom
,	PUNCT	,
e	CCONJ	et
de	ADP	de
grant	ADJ	grant
richesce	NOUN	richece
,	PUNCT	,
honorez	VERB	honorer
sor	ADP	sor
toz	DET	tot
les	DET	le
autres	PRON	autre
;	PUNCT	;
mes	DET	mais
un	DET	un
pou	ADV	peu
i	ADV	i
ot	VERB	avoir
del	ADP.DET	de.le
poil	NOUN	peilli
del	ADP.DET	de.le
leu	NOUN	lieu
,	PUNCT	,
car	CCONJ	car
il	PRON	il
estoit	VERB	estre
en	ADP	en
error	NOUN	errer
e	CCONJ	et
en	ADP	en
mescreance	NOUN	mescrëonce
.	PUNCT	.
Ce	PRON	ce
estoit	VERB	estre
domages	NOUN	damage
,	PUNCT	,
si	ADV	si
vos	PRON	vos
dirai	VERB	dire
por	ADP	por
quoi	PRON	coi
.	PUNCT	.
Il	PRON	il
secoroit	VERB	secort
toz	DET	tot
cels	DET	cel
qui	PRON	qui
avoient	VERB	avoir
mestier	NOUN	mestier
de	ADP	de
secors	NOUN	secors
;	PUNCT	;
il	PRON	il
aidoit	VERB	aider
toz	DET	tot
cels	DET	cel
qui	PRON	qui
avoient	VERB	avoir
mestier	NOUN	mestier
d'	ADP	de
aide	NOUN	aider
,	PUNCT	,
cels	DET	cel
qui	PRON	qui
estoient	VERB	estre
grevez	VERB	grever
en	ADP	en
jugement	NOUN	jugement
,	PUNCT	,
les	DET	le
forsjugiez	VERB	froudgure
e	CCONJ	et
les	DET	le
dampnez	VERB	damneter
a	ADP	a
tort	NOUN	tort
;	PUNCT	;
il	PRON	il
relevoit	VERB	relever
de	ADP	de
son	DET	son
avoir	VERB	avoir
les	DET	le
povres	ADJ	pauvre
;	PUNCT	;
il	PRON	il
revestoit	VERB	revestir
les	DET	le
nuz	ADJ	nu
;	PUNCT	;
il	PRON	il
repeissoit	VERB	repairier
les	DET	le
famelleus	ADJ	famelle
;	PUNCT	;
il	PRON	il
