Le	DET	le
Livre	NOUN	livre
de	ADP	de
la	DET	le
Cité	NOUN	cité
des	ADP.DET	de.le
Dames	NOUN	dame
Ci	ADV	ci
commence	VERB	commencer
le	DET	le
Livre	NOUN	livre
de	ADP	de
la	DET	le
Cité	NOUN	cité
des	ADP.DET	de.le
Dames	NOUN	dame
du	ADP.DET	de.le
quel	DET	quel
le	DET	le
premier	ADJ	premier
chapitre	NOUN	chapitre
parle	NOUN	parler
pour	ADP	pour
quoy	PRON	quoi
et	CCONJ	et
par	ADP	par
quel	DET	quel
mouvement	ADV	mouvoir
le	DET	le
dit	VERB	dire
livre	NOUN	livre
fu	VERB	estre
fait	VERB	faire
.	PUNCT	.
.j.	DET	un
Selon	PROPN	selon
la	DET	le
maniere	NOUN	manière
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
en	ADP	en
usage	NOUN	usage
et	CCONJ	et
a	ADP	a
quoy	PRON	quoi
est	VERB	estre
disposé	VERB	disposer
le	DET	le
excercite	VERB	excercier
de	ADP	de
ma	DET	mon
vie	NOUN	vie
,	PUNCT	,
c'	CCONJ	ce
est	VERB	estre
assavoir	VERB	assavoir
en	ADP	en
la	DET	le
frequentacion	NOUN	frausnentement
d'	ADP	de
estude	NOUN	esteu
de	ADP	de
lettres	NOUN	lettre
,	PUNCT	,
un	DET	un
jour	NOUN	jour
comme	SCONJ	comme
je	PRON	je
feusse	NOUN	être
seant	VERB	sëoir
en	ADP	en
ma	DET	mon
cele	DET	cel
,	PUNCT	,
avironnee	VERB	avoir
de	ADP	de
plusieurs	DET	plusieurs
volumes	VERB	vouloir
de	ADP	de
diverses	ADJ	divers
matieres	NOUN	matière
,	PUNCT	,
mon	DET	mon
entendement	NOUN	entendement
a	ADP	a
celle	DET	cil
heure	NOUN	heure
auques	ADV	auques
traveillié	VERB	travaillier
de	ADP	de
recueillir	VERB	recueillir
la	DET	le
pesanteur	NOUN	pesentame
des	ADP.DET	de.le
sentences	NOUN	sentence
de	ADP	de
divers	ADJ	divers
aucteurs	NOUN	autresu
par	ADP	par
moy	PRON	moi
longue	ADJ	long
piece	NOUN	piece
estudiez	VERB	esteiddue
,	PUNCT	,
dreçay	VERB	dresai
mon	DET	mon
visage	NOUN	visage
ensus	ADV	ensus
du	ADP.DET	de.le
livre	NOUN	livre
,	PUNCT	,
deliberant	VERB	délibérer
pour	ADP	pour
celle	DET	cil
foiz	NOUN	foi
laisser	VERB	laisser
en	ADP	en
paix	NOUN	paix
choses	NOUN	chose
soubtilles	NOUN	soutible
et	CCONJ	et
m'	PRON	je
esbatre	VERB	esbatre
et	CCONJ	et
regarder	VERB	regarder
aucune	DET	aucun
joyeuseté	NOUN	joyeure
des	ADP.DET	de.le
diz	NOUN	dire
des	ADP.DET	de.le
poetes	NOUN	pöoir
.	PUNCT	.
Et	CCONJ	et
comme	SCONJ	comme
adonc	ADV	adonc
en	ADP	en
celle	DET	cil
entente	ADJ	entente
je	PRON	je
cerchasse	NOUN	cercher
entour	ADP	entour
moy	PRON	moi
d'	ADP	de
aucun	DET	aucun
petit	ADJ	petit
livret	VERB	livrer
,	PUNCT	,
entre	ADP	entre
mains	NOUN	main
me	PRON	je
vint	VERB	venir
d'	ADP	de
aventure	NOUN	aventure
un	DET	un
livre	NOUN	livre
estrange	ADJ	estrange
,	PUNCT	,
non	NOUN	nom
mie	ADV	mie
de	ADP	de
mes	DET	mais
volumes	VERB	vouloir
qui	PRON	qui
avec	ADP	avec
autres	PRON	autre
livres	NOUN	livre
m'	PRON	je
avoit	VERB	avoir
esté	VERB	être
baillié	VERB	baillier
sicomme	SCONJ	sicme
en	ADP	en
garde	NOUN	garde
.	PUNCT	.
Adonc	ADV	adonc
ouvert	VERB	ouvrir
cellui	DET	cil
je	PRON	je
vy	VERB	vëoir
en	ADP	en
l'	DET	le
intitulacion	NOUN	itaindtion
que	SCONJ	que
il	PRON	il
se	PRON	se
clamoit	VERB	clamer
Matheolus	PROPN	mathauz
.	PUNCT	.
Lors	ADV	lors
en	ADP	en
soubz	NOUN	sous
riant	VERB	rire
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
oncques	ADV	onques
ne	ADV	ne
l'	DET	le
avoye	VERB	avoir
veu	VERB	voir
et	CCONJ	et
maintes	DET	maint
fois	NOUN	fois
ouy	VERB	ouïr
dire	VERB	dire
avoye	VERB	avoir
qu'	SCONJ	que
entre	ADP	entre
les	DET	le
autres	PRON	autre
livres	NOUN	livre
cellui	DET	cil
parloit	VERB	parler
a	ADP	a
la	DET	le
reverence	NOUN	reverce
des	ADP.DET	de.le
femmes	NOUN	femme
,	PUNCT	,
me	PRON	je
pensay	NOUN	penser
qu'	SCONJ	que
en	ADP	en
maniere	NOUN	manière
de	ADP	de
solas	NOUN	sol
le	DET	le
visiteroye	NOUN	visité
.	PUNCT	.
Mais	CCONJ	mais
regardé	VERB	regarder
ne	ADV	ne
l'	DET	le
oz	NOUN	ost
moult	ADV	moult
lonc	ADJ	lonc
espace	NOUN	espace
quant	SCONJ	cant
je	PRON	je
fuis	NOUN	fuir
appellee	VERB	appeler
de	ADP	de
la	DET	le
bonne	ADJ	bon
mere	NOUN	mere
qui	PRON	qui
porta	VERB	porter
pour	ADP	pour
prendre	VERB	prendre
la	DET	le
reffection	NOUN	refendre
du	ADP.DET	de.le
soupper	VERB	sopper
dont	PRON	dont
l'	DET	le
eure	NOUN	erer
estoit	VERB	estre
ja	ADV	ja
venue	VERB	venir
,	PUNCT	,
par	ADP	par
quoy	PRON	quoi
preposant	NOUN	prespandre
le	DET	le
veoir	VERB	vëoir
l'	DET	le
endemain	NOUN	endemain
le	DET	le
laissay	NOUN	laisser
a	ADP	a
celle	DET	cil
heure	NOUN	heure
.	PUNCT	.
Le	DET	le
matin	NOUN	matin
ensuivant	VERB	ensuivre
rassise	VERB	rassessir
en	ADP	en
mon	DET	mon
estude	NOUN	esteu
si	ADV	si
que	SCONJ	que
j'	PRON	je
ay	VERB	avoir
de	ADP	de
coustume	NOUN	coutume
,	PUNCT	,
n'	ADV	ne
oubliay	VERB	oublier
pas	NOUN	pas
mettre	VERB	mettre
a	ADP	a
effect	NOUN	effet
le	DET	le
vouloir	VERB	vouloir
qui	PRON	qui
m'	PRON	je
estoit	VERB	estre
venu	VERB	venir
de	ADP	de
visiter	VERB	visiter
ycellui	DET	cil
livre	NOUN	livre
de	ADP	de
Matheole	NOUN	mathaile
.	PUNCT	.
Adont	ADV	adonc
pris	NOUN	prendre
a	ADP	a
